node	file	split	source	url	licence	licence_receipt	parent	title	sha256	bytes	band	role	src1	src2	cut_end	cut_k	cut_span	share	glue_order	paras	runes
cherokee	excerpt-075.txt	compile	Internet Archive: CHRCNT_DBS_HS	https://archive.org/details/CHRCNT_DBS_HS	public domain	https://archive.org/details/CHRCNT_DBS_HS	CHRCNT_DBS_HS	Cherokee (1860) New Testament	c39156cfb3fe56f84c7aeb6c23be8a696cc86a69233289b1383a43be38bd85e5	4044	m	keep	excerpt-075.txt							23	1512
cherokee	excerpt-076.txt	compile	Internet Archive: shortercatechis00cham	https://archive.org/details/shortercatechis00cham	public domain	https://archive.org/details/shortercatechis00cham	shortercatechis00cham	The shorter catechism with proof texts ...	62d5b8f7622b257be61c040d6e3bedba661dc084ed4f61d15902a299382d601a	1045	s	donor	excerpt-076.txt		head	6	1-6	0.2504		6	376
cherokee	excerpt-077.txt	compile	Internet Archive: constitutionlaws0000vari	https://archive.org/details/constitutionlaws0000vari	public domain	https://archive.org/details/constitutionlaws0000vari	constitutionlaws0000vari	Constitution and laws of the Cherokee nation	b3ecc25b68f6533b539edef2f64fe27eb3e70dad3494c5e663455b021c20a1b9	1695	s	donor	excerpt-077.txt		head	4	1-4	0.3270		4	634
cherokee	excerpt-078.txt	compile	Internet Archive: cherokeehymns00marb	https://archive.org/details/cherokeehymns00marb	public domain	https://archive.org/details/cherokeehymns00marb	cherokeehymns00marb	Cherokee hymns	e22a8845668a5688a46944c5e690d5c1372a1509d3992b9abf3f3cc8e3da2491	1265	s	donor	excerpt-078.txt		head	8	1-8	0.3038		8	475
cherokee	excerpt-079.txt	compile	Internet Archive: CHRCNT_DBS_HS	https://archive.org/details/CHRCNT_DBS_HS	public domain	https://archive.org/details/CHRCNT_DBS_HS	CHRCNT_DBS_HS	Cherokee (1860) New Testament	973c2ee057c01188f3dd1746029fa6fafaf5eb433a1bfcab52066faec1051486	7155	l	receiver	excerpt-079.txt	excerpt-010.txt	head	9	1-9	0.2874	receiver	45	2631
cherokee	excerpt-080.txt	compile	Internet Archive: shortercatechis00cham	https://archive.org/details/shortercatechis00cham	public domain	https://archive.org/details/shortercatechis00cham	shortercatechis00cham	The shorter catechism with proof texts ...	0cb6b6f562a3e00d82d7a85680d1c16255d50847cb161555b9fada18520c2b26	1056	s	donor	excerpt-080.txt		head	4	1-4	0.2518		4	391
cherokee	excerpt-081.txt	compile	Internet Archive: constitutionlaws0000vari	https://archive.org/details/constitutionlaws0000vari	public domain	https://archive.org/details/constitutionlaws0000vari	constitutionlaws0000vari	Constitution and laws of the Cherokee nation	5a7a45770b6719f8a136e3fe7fd4dd2021ded466dc15dd44f88db5dbbfca2c2d	4195	m	keep	excerpt-081.txt							15	1573
cherokee	excerpt-082.txt	compile	Internet Archive: cherokeehymns00marb	https://archive.org/details/cherokeehymns00marb	public domain	https://archive.org/details/cherokeehymns00marb	cherokeehymns00marb	Cherokee hymns	4e885f56635b134b299a7e6b63fa77c77de27b582f90f9ef076bc30c10b42591	6992	l	receiver	excerpt-082.txt	excerpt-098.txt	tail	7	20-26	0.3064	remainder	52	2578
cherokee	excerpt-083.txt	compile	Internet Archive: CHRCNT_DBS_HS	https://archive.org/details/CHRCNT_DBS_HS	public domain	https://archive.org/details/CHRCNT_DBS_HS	CHRCNT_DBS_HS	Cherokee (1860) New Testament	726c86193f9c7c1cfa32585ef3e917062fe6d53b929fd6bdbdb233ccdbe3dd29	4151	m	keep	excerpt-083.txt							23	1548
cherokee	excerpt-084.txt	compile	Internet Archive: shortercatechis00cham	https://archive.org/details/shortercatechis00cham	public domain	https://archive.org/details/shortercatechis00cham	shortercatechis00cham	The shorter catechism with proof texts ...	e005c49e60d71307254ff93e56f1ec47a26a3554be9e5f462250169d53c833b9	1136	s	donor	excerpt-084.txt		tail	6	20-25	0.2765		6	416
cherokee	excerpt-085.txt	compile	Internet Archive: constitutionlaws0000vari	https://archive.org/details/constitutionlaws0000vari	public domain	https://archive.org/details/constitutionlaws0000vari	constitutionlaws0000vari	Constitution and laws of the Cherokee nation	4b329a215bd62dd82f24c4a08dc21038c53f53abd387713e8d873598e1bdfcb9	4211	m	keep	excerpt-085.txt							11	1571
cherokee	excerpt-086.txt	compile	Internet Archive: cherokeehymns00marb	https://archive.org/details/cherokeehymns00marb	public domain	https://archive.org/details/cherokeehymns00marb	cherokeehymns00marb	Cherokee hymns	9bb9c7d67c40b47f97520dadb2d66c81610acad62b36524b048f9d048aca2e8f	7301	l	receiver	excerpt-086.txt	excerpt-063.txt	tail	7	18-24	0.2797	remainder	46	2679
cherokee	excerpt-087.txt	compile	Internet Archive: CHRCNT_DBS_HS	https://archive.org/details/CHRCNT_DBS_HS	public domain	https://archive.org/details/CHRCNT_DBS_HS	CHRCNT_DBS_HS	Cherokee (1860) New Testament	dba43b17857c5f144934ce73c7df75c3a6a49618e1e448506d0ce03745ebf33d	4138	m	keep	excerpt-087.txt							24	1547
cherokee	excerpt-088.txt	compile	Internet Archive: shortercatechis00cham	https://archive.org/details/shortercatechis00cham	public domain	https://archive.org/details/shortercatechis00cham	shortercatechis00cham	The shorter catechism with proof texts ...	797c3ed74f0271601c069a65a90f6971be64e45aca246366dcde73b73456c982	1180	s	donor	excerpt-088.txt		tail	6	15-20	0.2693		6	438
cherokee	excerpt-089.txt	compile	Internet Archive: constitutionlaws0000vari	https://archive.org/details/constitutionlaws0000vari	public domain	https://archive.org/details/constitutionlaws0000vari	constitutionlaws0000vari	Constitution and laws of the Cherokee nation	f2a7e5c42e2b054c32c9ce35391dcabffb0da924a171be4de2bff0ed2d5e39a5	1199	s	donor	excerpt-089.txt		tail	5	6-10	0.2878		5	454
cherokee	excerpt-090.txt	compile	Internet Archive: cherokeehymns00marb	https://archive.org/details/cherokeehymns00marb	public domain	https://archive.org/details/cherokeehymns00marb	cherokeehymns00marb	Cherokee hymns	c867f983b02dd93bacbc2b904755b11587895010da2f3d87247156da5d4a9254	1280	s	donor	excerpt-090.txt		tail	8	23-30	0.2985		8	473
cherokee	excerpt-091.txt	compile	Internet Archive: CHRCNT_DBS_HS	https://archive.org/details/CHRCNT_DBS_HS	public domain	https://archive.org/details/CHRCNT_DBS_HS	CHRCNT_DBS_HS	Cherokee (1860) New Testament	6b35af866d8be4f43a3eedd6d349c743f38c3addaabab7637482b567fd4766e6	4186	m	keep	excerpt-091.txt							27	1554
cherokee	excerpt-092.txt	compile	Internet Archive: shortercatechis00cham	https://archive.org/details/shortercatechis00cham	public domain	https://archive.org/details/shortercatechis00cham	shortercatechis00cham	The shorter catechism with proof texts ...	6c182dccac5f2035f0692d453a7f270683588d1c169e2a3997923e98b1304104	1198	s	donor	excerpt-092.txt		tail	6	17-22	0.2879		6	438
cherokee	excerpt-093.txt	compile	Internet Archive: constitutionlaws0000vari	https://archive.org/details/constitutionlaws0000vari	public domain	https://archive.org/details/constitutionlaws0000vari	constitutionlaws0000vari	Constitution and laws of the Cherokee nation	44774f7f1d04ac21d4a199efa1f4564ae5229c4ab26be6d62bcca2c8552d61ba	7182	l	receiver	excerpt-093.txt	excerpt-018.txt	tail	9	21-29	0.2869	remainder	29	2644
cherokee	excerpt-094.txt	compile	Internet Archive: cherokeehymns00marb	https://archive.org/details/cherokeehymns00marb	public domain	https://archive.org/details/cherokeehymns00marb	cherokeehymns00marb	Cherokee hymns	5f8c98c94b3750273d00f253587093c81efdafde56db00ac0f0166259c4ebeac	7216	l	receiver	excerpt-094.txt	excerpt-046.txt	tail	8	21-28	0.2761	remainder	50	2636
cherokee	excerpt-095.txt	compile	Internet Archive: CHRCNT_DBS_HS	https://archive.org/details/CHRCNT_DBS_HS	public domain	https://archive.org/details/CHRCNT_DBS_HS	CHRCNT_DBS_HS	Cherokee (1860) New Testament	93da93094d8fedc4c7731b8643cf503e76a3ddf6466c716f0aa8b74ac9c5398f	7053	l	receiver	excerpt-095.txt	excerpt-089.txt	tail	5	6-10	0.2878	receiver	30	2639
cherokee	excerpt-096.txt	compile	Internet Archive: constitutionlaws0000vari	https://archive.org/details/constitutionlaws0000vari	public domain	https://archive.org/details/constitutionlaws0000vari	constitutionlaws0000vari	Constitution and laws of the Cherokee nation	56c1a899dd86c5ccef03cb00d6e0ba926b7c95df0c386a93c32bf5391d2b8b4f	7292	l	receiver	excerpt-096.txt	excerpt-066.txt	head	8	1-8	0.2817	receiver	33	2694
cherokee	excerpt-097.txt	compile	Internet Archive: cherokeehymns00marb	https://archive.org/details/cherokeehymns00marb	public domain	https://archive.org/details/cherokeehymns00marb	cherokeehymns00marb	Cherokee hymns	ffa00bb972e89e024093c9e187db620857e6b257cbdfcfab869b25cfded866c9	4145	m	keep	excerpt-097.txt							29	1503
cherokee	excerpt-098.txt	compile	Internet Archive: CHRCNT_DBS_HS	https://archive.org/details/CHRCNT_DBS_HS	public domain	https://archive.org/details/CHRCNT_DBS_HS	CHRCNT_DBS_HS	Cherokee (1860) New Testament	7c3a6bf5d3880afa88ed1e299760944ef5adc794af06377c72eb9523beda7add	1278	s	donor	excerpt-098.txt		tail	7	20-26	0.3064		7	487
cherokee	excerpt-099.txt	compile	Internet Archive: constitutionlaws0000vari	https://archive.org/details/constitutionlaws0000vari	public domain	https://archive.org/details/constitutionlaws0000vari	constitutionlaws0000vari	Constitution and laws of the Cherokee nation	0e779ecb68addd6aac251ffb62b405a7e468f20febee4072b7177144ebcab448	4339	m	keep	excerpt-099.txt							11	1616
cherokee	excerpt-100.txt	compile	Internet Archive: cherokeehymns00marb	https://archive.org/details/cherokeehymns00marb	public domain	https://archive.org/details/cherokeehymns00marb	cherokeehymns00marb	Cherokee hymns	44d130437466d5ee1db6cca8d0104e11d1ff9a2c3bb356cdae36fb2590ab3521	7224	l	receiver	excerpt-100.txt	excerpt-021.txt	head	3	1-3	0.2887	remainder	43	2653
cherokee	excerpt-101.txt	exam	Internet Archive: CHRROT_DBS_HS	https://archive.org/details/CHRROT_DBS_HS	public domain	https://archive.org/details/CHRROT_DBS_HS	CHRROT_DBS_HS	Cherokee (1856) Genesis	8ab521087ac2164a2c8f808b4d42dc064ec21309be71b0e91f5fffc60d62241d	4213	m	keep	excerpt-101.txt							21	1574
cherokee	excerpt-102.txt	exam	Internet Archive: Ayer_PM784_C425_1888	https://archive.org/details/Ayer_PM784_C425_1888	public domain	https://archive.org/details/Ayer_PM784_C425_1888	Ayer_PM784_C425_1888	Cherokee pictorial book : with catechism and hymns	c58182dcc3e6fd084a3cfef8bc2a7a3e5b3a134ccb98d4843522697031e9eefa	4124	m	keep	excerpt-102.txt							30	1501
cherokee	excerpt-103.txt	exam	Internet Archive: CHRROT_DBS_HS	https://archive.org/details/CHRROT_DBS_HS	public domain	https://archive.org/details/CHRROT_DBS_HS	CHRROT_DBS_HS	Cherokee (1856) Genesis	f9dc8c5b5388c521967e8f841958e3783b19985aaaa37c52c710d4dbe931499b	4092	m	keep	excerpt-103.txt							24	1540
cherokee	excerpt-104.txt	exam	Internet Archive: Ayer_PM784_C425_1888	https://archive.org/details/Ayer_PM784_C425_1888	public domain	https://archive.org/details/Ayer_PM784_C425_1888	Ayer_PM784_C425_1888	Cherokee pictorial book : with catechism and hymns	6d0e46ee275936ca81cdaac6b915ac7bebea8953719dc9cf3d71251196f5d524	4160	m	keep	excerpt-104.txt							32	1513
cherokee	excerpt-105.txt	exam	Internet Archive: CHRROT_DBS_HS	https://archive.org/details/CHRROT_DBS_HS	public domain	https://archive.org/details/CHRROT_DBS_HS	CHRROT_DBS_HS	Cherokee (1856) Genesis	da01d44eb0416e68c8bf5ea2421ef8d92078f4687ce9001e7da3be064dbb0cd7	1300	s	donor	excerpt-105.txt		tail	7	18-24	0.3104		7	486
cherokee	excerpt-106.txt	exam	Internet Archive: Ayer_PM784_C425_1888	https://archive.org/details/Ayer_PM784_C425_1888	public domain	https://archive.org/details/Ayer_PM784_C425_1888	Ayer_PM784_C425_1888	Cherokee pictorial book : with catechism and hymns	53f0fb6d78c8698ef615fcca2929433ab139545f310a018b04f3956db61d457d	7125	l	receiver	excerpt-106.txt	excerpt-119.txt	head	6	1-6	0.2764	receiver	44	2611
cherokee	excerpt-107.txt	exam	Internet Archive: CHRROT_DBS_HS	https://archive.org/details/CHRROT_DBS_HS	public domain	https://archive.org/details/CHRROT_DBS_HS	CHRROT_DBS_HS	Cherokee (1856) Genesis	729782908c260d6c50540b8db2835f660f3f72f4d99e5cab81153fa97513d512	1266	s	donor	excerpt-107.txt		head	7	1-7	0.3140		7	480
cherokee	excerpt-108.txt	exam	Internet Archive: CHRROT_DBS_HS	https://archive.org/details/CHRROT_DBS_HS	public domain	https://archive.org/details/CHRROT_DBS_HS	CHRROT_DBS_HS	Cherokee (1856) Genesis	6cccc16d1b1d262bed9d0d9e3800a48346f1e2ccd4adfc05dcfc4ba2eeaf692d	7150	l	receiver	excerpt-108.txt	excerpt-124.txt	tail	6	19-24	0.2757	remainder	45	2653
cherokee	excerpt-109.txt	exam	Internet Archive: CHRROT_DBS_HS	https://archive.org/details/CHRROT_DBS_HS	public domain	https://archive.org/details/CHRROT_DBS_HS	CHRROT_DBS_HS	Cherokee (1856) Genesis	a3476b7619c3bf8b724c507d4248062bb5d6be5a5bcc4fbda751e98827ac0673	1281	s	donor	excerpt-109.txt		head	8	1-8	0.2991		8	476
cherokee	excerpt-110.txt	exam	Internet Archive: CHRROT_DBS_HS	https://archive.org/details/CHRROT_DBS_HS	public domain	https://archive.org/details/CHRROT_DBS_HS	CHRROT_DBS_HS	Cherokee (1856) Genesis	abb42bd74b9dcdff5e0d6d66bbb860aa97f4938a55f1d0425c114e7779c60e54	4089	m	keep	excerpt-110.txt							23	1530
cherokee	excerpt-111.txt	exam	Internet Archive: CHRROT_DBS_HS	https://archive.org/details/CHRROT_DBS_HS	public domain	https://archive.org/details/CHRROT_DBS_HS	CHRROT_DBS_HS	Cherokee (1856) Genesis	23954ccc471115d2d66450d12cd1a82ad579f734caac65c760c3973488dec0c5	3979	m	keep	excerpt-111.txt							19	1504
cherokee	excerpt-112.txt	exam	Internet Archive: CHRROT_DBS_HS	https://archive.org/details/CHRROT_DBS_HS	public domain	https://archive.org/details/CHRROT_DBS_HS	CHRROT_DBS_HS	Cherokee (1856) Genesis	5c0a4c8dba263ebfc0c4355267a940cad6528c9bd1e5149c4c18ed898ae08e32	6890	l	receiver	excerpt-112.txt	excerpt-145.txt	tail	7	15-21	0.3098	receiver	37	2586
cherokee	excerpt-113.txt	exam	Internet Archive: CHRROT_DBS_HS	https://archive.org/details/CHRROT_DBS_HS	public domain	https://archive.org/details/CHRROT_DBS_HS	CHRROT_DBS_HS	Cherokee (1856) Genesis	ba4ae00ca8a636ded69bed50095adfd4fc1d2bd03f8127e6b1f4d75d4b4130d5	7183	l	receiver	excerpt-113.txt	excerpt-143.txt	head	5	1-5	0.2545	remainder	41	2702
cherokee	excerpt-114.txt	exam	Internet Archive: CHRROT_DBS_HS	https://archive.org/details/CHRROT_DBS_HS	public domain	https://archive.org/details/CHRROT_DBS_HS	CHRROT_DBS_HS	Cherokee (1856) Genesis	be39b4db595b6605f88141a6c6108dbce10628a9e96a0e33bb41fb19185c45a5	7100	l	receiver	excerpt-114.txt	excerpt-132.txt	head	6	1-6	0.2838	remainder	42	2655
cherokee	excerpt-115.txt	exam	Internet Archive: CHRROT_DBS_HS	https://archive.org/details/CHRROT_DBS_HS	public domain	https://archive.org/details/CHRROT_DBS_HS	CHRROT_DBS_HS	Cherokee (1856) Genesis	9da67db5f5f01bc13fd55169712e9f3a996083f93062288f881ad195452ca6ce	4177	m	keep	excerpt-115.txt							26	1568
cherokee	excerpt-116.txt	exam	Internet Archive: CHRROT_DBS_HS	https://archive.org/details/CHRROT_DBS_HS	public domain	https://archive.org/details/CHRROT_DBS_HS	CHRROT_DBS_HS	Cherokee (1856) Genesis	b43e4c47bee6ff86b5e12ea04c08d65450d89e2a28892b89deae45aee8067640	6980	l	receiver	excerpt-116.txt	excerpt-125.txt	head	6	1-6	0.2790	receiver	42	2603
cherokee	excerpt-117.txt	exam	Internet Archive: CHRROT_DBS_HS	https://archive.org/details/CHRROT_DBS_HS	public domain	https://archive.org/details/CHRROT_DBS_HS	CHRROT_DBS_HS	Cherokee (1856) Genesis	e588f7190a1f04761b147045661d33edac1bdee76462a471a82237d37fe25224	1164	s	donor	excerpt-117.txt		tail	7	19-25	0.2823		7	430
cherokee	excerpt-118.txt	exam	Internet Archive: CHRROT_DBS_HS	https://archive.org/details/CHRROT_DBS_HS	public domain	https://archive.org/details/CHRROT_DBS_HS	CHRROT_DBS_HS	Cherokee (1856) Genesis	8dc3c58ee79be13ace63ea8cd5245bad6c52ef7e1c722b36990cb1392cb9aab1	4066	m	keep	excerpt-118.txt							22	1527
cherokee	excerpt-119.txt	exam	Internet Archive: CHRROT_DBS_HS	https://archive.org/details/CHRROT_DBS_HS	public domain	https://archive.org/details/CHRROT_DBS_HS	CHRROT_DBS_HS	Cherokee (1856) Genesis	57fa1a402d2a2f307759758aa370c2c9bb093c325645e70b1bb7c377547ee011	1102	s	donor	excerpt-119.txt		head	6	1-6	0.2764		6	421
cherokee	excerpt-120.txt	exam	Internet Archive: CHRROT_DBS_HS	https://archive.org/details/CHRROT_DBS_HS	public domain	https://archive.org/details/CHRROT_DBS_HS	CHRROT_DBS_HS	Cherokee (1856) Genesis	c5352e2310543e8849bac3c66c87c72f57f03a4c9fc48d05467a8a8fbd98bdc7	4095	m	keep	excerpt-120.txt							19	1537
cherokee	excerpt-121.txt	exam	Internet Archive: CHRROT_DBS_HS	https://archive.org/details/CHRROT_DBS_HS	public domain	https://archive.org/details/CHRROT_DBS_HS	CHRROT_DBS_HS	Cherokee (1856) Genesis	d21cae6d4c8c00d9dbcf52745e7e8023d634f198da8ae88f13eec817af9b56f0	1125	s	donor	excerpt-121.txt		tail	6	17-22	0.2658		6	419
cherokee	excerpt-122.txt	exam	Internet Archive: CHRROT_DBS_HS	https://archive.org/details/CHRROT_DBS_HS	public domain	https://archive.org/details/CHRROT_DBS_HS	CHRROT_DBS_HS	Cherokee (1856) Genesis	3804ec2049d76d8ac04cd5e853d15fcdc905dd5eb21693608cf55fdf983396a4	4340	m	keep	excerpt-122.txt							23	1615
cherokee	excerpt-123.txt	exam	Internet Archive: CHRROT_DBS_HS	https://archive.org/details/CHRROT_DBS_HS	public domain	https://archive.org/details/CHRROT_DBS_HS	CHRROT_DBS_HS	Cherokee (1856) Genesis	8252962a9acd583250b9fc97e20aea5f4dd9ff86011e75c3cc0c51be45b46f3d	6903	l	receiver	excerpt-123.txt	excerpt-150.txt	head	5	1-5	0.3041	receiver	35	2570
cherokee	excerpt-124.txt	exam	Internet Archive: CHRROT_DBS_HS	https://archive.org/details/CHRROT_DBS_HS	public domain	https://archive.org/details/CHRROT_DBS_HS	CHRROT_DBS_HS	Cherokee (1856) Genesis	18e797627a2367edc9c8f3bd01ded8f85d3c61febd94931f935f860f2fdf3f43	1152	s	donor	excerpt-124.txt		tail	6	19-24	0.2757		6	435
cherokee	excerpt-125.txt	exam	Internet Archive: CHRROT_DBS_HS	https://archive.org/details/CHRROT_DBS_HS	public domain	https://archive.org/details/CHRROT_DBS_HS	CHRROT_DBS_HS	Cherokee (1856) Genesis	6310b2a1e8f1e8174c47173fe7488057cd155cd3e64da93f9883cd080cb525f8	1141	s	donor	excerpt-125.txt		head	6	1-6	0.2790		6	424
cherokee	excerpt-126.txt	exam	Internet Archive: CHRROT_DBS_HS	https://archive.org/details/CHRROT_DBS_HS	public domain	https://archive.org/details/CHRROT_DBS_HS	CHRROT_DBS_HS	Cherokee (1856) Genesis	d88a0b2beb79966b8add47f2306eb0efa254f096f25eca3346082e7d02ed4a49	6835	l	receiver	excerpt-126.txt	excerpt-148.txt	head	6	1-6	0.3187	receiver	33	2532
cherokee	excerpt-127.txt	exam	Internet Archive: CHRROT_DBS_HS	https://archive.org/details/CHRROT_DBS_HS	public domain	https://archive.org/details/CHRROT_DBS_HS	CHRROT_DBS_HS	Cherokee (1856) Genesis	e1c1cbcc6a17958c95b21c2117b3e036ac56c3b7684266e8101930adabe13701	4083	m	keep	excerpt-127.txt							21	1523
